id,frame,q,a,eq,ea
775,18,우리나라 최초의 서양식 벽돌 건물은 무엇인가요?,천주교 성당인 약현성당이라네 ,What was the first Western-style brick building in Korea?,It was a Catholic church called Yakhyeon Cathedral. 
776,14,우리나라 최초의 서양식 개신교 건물은 무엇인가요?,1897년에 지어진 정동교회라네,What is the first Western-style Protestant building in Korea?,It is Jeong-dong Church built in 1897.
777,20,명동성당을 아시나요?,1898년 서양의 고딕양식이라고 하는 뾰족한 첨탑과 스테인글라스로 꾸민 양식으로 지은 천주교 성당이지,Do you know Myungdong Cathedral?,It is an 1898 Catholic cathedral with a pointed spire built in Western Gothic style and decorated with stained glass. 
778,27,궁궐내 가장 오래된 근대식 건축물은 무엇인가요?,덕수궁에 있는 정관헌이네,What is the oldest modern building in the palace?,It's Jeonggwanheon in Deoksugung Palace.
779,20,경복궁에 처음 전등이 언제 들어왔나요?,"1887년 처음 전등이 들어왔지, 깜깜한 밤이 대낮같이 환해지는 것이 멋지기도 하고 놀랍기도 했지",When did the first light come into Kyungbok Palace?,The first lights were turned on in 1887. It was so wonderful and surprising that the night became as bright as day.
780,3,우리나라 최초의 서양식 병원이 어디인가요?,광혜원… 아니 제중원이네^^ 알렌의 건의로 만든 곳으로 이곳에서 많은 이들을 고치기도 하고 의생들을 양성하기도 했지,What is the first Western - style hospital in our country?,"Gwanghyewon... No, it's Jejungwon. It was built by Allen's suggestion. Many people were treated, and medical students were trained there."
781,8,세브란스병원을 아세요?,"에비슨이 설립한 병원이지.. 이곳과 연희전문학교 왠지 떠오르는 이름이 있는데… 연희전문학교, 세브란스 병원… 연…. 세….",Do you know Severance Hospital?,It is a hospital founded by Avison. There is a name that comes to my mind. Ah! Yeonhui College and Severance Hospital! 
782,30,경부선 개통식을 기억하세요?,경부선이 완공되고 황태자와 알렌이 축하 연설을 했었지,Do you remember the opening ceremony of the Gyeongbu Line?,The Crown Prince and Allen gave a congratulatory speech when the Gyeongbu line was completed.
783,21,한성순보가 뭔가요?,"최초의 근대적 신문이며, 정부의 개화정책을 알리기 위한 목적으로 만들었네",What is Hansung Sunbo?,It is the first modern newspaper published to promote the government's enlightenment policy.
784,18,최초의 상업적 신문광고는 어디서 했나요?,"한성주보에서 실었네, 그리고 이 신문은 최초의 국한문 혼용 신문이었지",What was the first commercial newspaper advertisement?,It was posted on Hanseong Jubo. That was the first Korean-Chinese mixed newspaper. 
785,19,국한문 혼용체가 뭔가요?,내용에 따라 한글이나 한문을 섞어서 사용하는 방식을 말하네,What are Korean and Chinese characters in combination?,It refers to a method of mixing Korean or Chinese characters depending on the content.
786,26,최초의 일간신문은 무엇인가요?,매일신문이라네 1898년 4월에 창간되었네,What was the first daily newspaper?,It was Maeil Shinmun published in April 1898. 
787,21,제국신문은 언제 창간되었나요?,1898년에 창간되었네,When was Jeguk Shinmun published?,In 1898.
788,14,제국신문은 누가 창간했나요?,이종일과 이승만이네,Who founded Jeguk Shinmun?,The founders are Lee Jong-in and Lee Seung-man.
789,25,황성신문은 언제 창간되었나요?,1898년에 창간되었다네,When was Hwangseong Shinmun published?,In 1898.
790,17,황성신문은 누가 창간했나요?,남궁억을 중심으로 창간되었지,Who founded Hwangseong Shinmun?,Nam Gung-eok led its foundation.
791,31,황성신문은 어떤 내용을 실었나요?,제국주의를 비판하는 내용이 많이 실렸고 대표적으로 을사늑약을 규탄하는 시일야방성대곡이 있네,What content did the Hwangseong Shinmun contain?,"It criticized imperialism, and the most notable of them is the ""Today we cry out in lamentation,"" which denounces the Eulsa Treaty."
792,19,대한매일신보는 언제 창간되었나요?,1904년에 창간되었다네,When was the Daehan Maeil Shinbo published?,In 1904.
793,21,대한메일신보는 누가 창간했나요?,영국인 베델과 양기탁이 주축이 되어 발행하였다네,Who founded the Daehan Maeil Shinbo?,"Bethel from Great Britain, and Yang Gi-tak led the publication."
794,22,대한매일신보의 특징은 무엇인가요?,영국인 베델을 앞세워 일제의 침략성을 실랄하게 비판하는 기사를 많이 실어 일본이 매우 껄끄러워 했다더군,What are the characteristics of Daehan Maeil Shinbo?,Japan was very uncomfortable with many articles criticizing Japanese imperial aggression in the name of Bethel.
795,27,대한매일신보는 어떻게 탄압을 받았나요?,총독부가 베델을 추방하고 양기탁을 구속하고 신문지법이 제정되면서 그 활동이 위축되었네,How was the Daehan MaeilShinbo suppressed?,"Its activities were shrunk as the Japanese Government-General deported Bethel, imprisoned Yang Gi-tak, and enacted the Newspaper Act."
796,19,우리나라 최초의 근대식 교육기관은 어디인가요?,함경도 덕원과 원산 주민들과 개화파 인사들이 만든 원산학사가 있네,What is the first modern educational institution in our country?,"It is Wonsan Academy founded by residents of Deokwon, Wonsan in Hamgyeong province, and members of the Enlightenment Faction."
797,17,나라에서 세운 최초의 근대식 관립학교는 무엇인가요?,"1886년 세운 육영공원이네, 이곳에는 주로 상류층 자제들이 입학을 햇네",What is the first modern government school established in our country?,It is the Royal Institute of Language Education where upper-class children mostly entered.
798,21,육영공원에서는 무엇을 배우나요?,"헐버트, 길모어, 벙커와 같은 미국인 교사들이 있고 영어, 수학, 지리학, 정치학 등을 가르쳤네",What did students learn at Yugyeong gongwon (the Royal Institute of Language Education)?,"American teachers such as Hulbert, Gilmore, and Bunker taught English, Math, Geography, Politics, etc. "
799,25,동문학은 어떤 곳인가요?,통역관을 양성하기 위한 외국어 교육 기관이네,What is Dongmunhak?,It's a foreign language educational institution to train interpreters. 
800,19,최초의 개신교 개통의 사립학교는 어디인가요?,아펜젤러가 세운 배재학당이네,What is the first private school that the Protestant opened?,It is the Paichai Hakdang established by Appenzeller. 
801,18,최초의 개신교 개통의 여성 교육기관은 어디인가요?,이화학당이네,What is the women's educational institution that the Protestant opened?,It’s called Ewha Hakdang.
802,26,가장 기억에 남는 사립학교가 있으시다면?,"내가 직접 이름을 지어준 휘문의숙이 있네, 이곳은 1906년에 민영휘가 세운 학교이지",What is the most memorable private school for you?,It is the Whimoon Uisuk that I named and was founded by Min Young-hui in 1906.
803,26,황실가족과 관련된 사립학교가 있나요?,황귀비 엄씨가 여성교육을 위해 세운 학교로 숙명고등여학교가 있네,Is there a private school related to the imperial family?,"The Royal Concubine, Eom founded Sookmyung High School for women's education."
804,19,일제는 우리나라의 교육을 어떻게 통제하려 했나요?,사립학교령을 1908년에 제정했네,How did the Japanese try to control education in our country?,They enacted the private school regulations in 1908.
805,15,사립학교령의 내용은 무엇인가요?,통감부의 허가를 받은 학교만 설립하도록 하거나 교과서도 통감부의 검정을 받도록 했네,What is the content of the private school regulations?,"They only allowed the establishment of schools approved by the Residency-General, and textbooks had to be approved as well."
806,30,독사신론이 무슨뜻인가요?,역사를 읽는 새로운 방법이라는 뜻이네,What does Doksasillon (A New Reading of History) mean?,It means a new way to read history.
807,19,독사신론을 지은 사람은 누구인가요?,단재 신채호가 지었다네,Who is the author of Doksasillon (A New Reading of History)?,"It was Shin Chae-ho, whose pen name is Danjae."
808,23,조선광문회가 무엇인가요?,최남선과 박은식이 지은 단체로 민족의 고전을 정리하고 간행했다네,What is Joseon gwangmunhoe (Korean Association for Cultural Enlightenment)?,Choi Nam-seon and Park Eun-sik established the association that organized and published the national classics. 
809,28,서유견문이 무엇인가요?,유길준이 서구 유럽일대를 둘러보며 지은 기행문이네,What are Seoyugyeonmun (the Observations on a Journey to the West)?,It is the travel essay written by Yu Gil-jun while traveling around Western Europe.
810,19,국문연구소는 뭐하는 곳인가요?,한글연구를 하는 곳으로 표기법의 통일과 한글 문법에 대한 연구가 이루어진 곳이네,What is the Korean Language Research Institute?,"It is a place to study Korean language, where research on unification of notation and Korean grammar was conducted. "
811,15,국문연구소는 누가 운영했나요?,지석영과 주시경이 주축이 되었지,Who ran the Korean Language Research Institute?,Ji Seok-young and Ju Si-gyeong were the key figures.
812,17,우리나라 최초의 국문법서는 뭔가요?,유길준이 지은 조선문전이네 이 책은 1895년에 편찬되었네,What is the first Korean grammar book?,It's the Joseon Munjeon written by Yu Gil-jun and compiled in 1895. 
813,22,신소설이 무엇인가요?,새로운 소설이라는 뜻이네,What is a new novel?,It means a novel of the new genre.
814,25,신소설의 특징은 무엇인가요?,"언문일치의 문장을 사용했네, 즉 우리가 쓰는 말소리와 문장이 일치하는 것이지 또한 봉건적 윤리보다는 신분타파, 자유결혼, 평민의식 등을 내포하고 있네",What are the characteristics of the new novel?,"It was written in sentences, where speech matched writing. In other words, the spoken language and the written sentences matched one another. It also contained a breakdown of status, free marriage, and self-awareness of ordinary people rather than feudal ethics."
815,25,신소설의 대표 작품은 무엇이 있나요?,"이인직이 쓴 『혈의 누』, 안국선이 쓴 『금수회의록』, 이해조의 『자유종』 등이 있지",What is the representative work of the New novel?,"There are 『Teardrops of Blood 』 by Lee In-jik, 『Minutes of Birds and Beast』 by An Kook-seon, and 『Free Bell』 by Lee Hae-jo, and so on."
816,21,금수회의록은 어떤 내용인가요?,동물을 주인공으로 하여 우리 사회의 모순과 제국주의 열강을 비판하는 내용이 담겨져 있네,What are the contents of the Minutes of Birds and Beast?,It contains content that personifies animals as protagonists to criticize our society’s contradictions and imperialistic powers.
817,21,신체시는 무엇인가요?,새로운 형태의 시라는 뜻으로 과거 고전시가와 다르게 운율을 자유롭게 표현하는 등 차이를 보인다네,What is the new style of poetry?,It is a new form of poetry that incorporates such styles as freely expressing rhymes and differs from the classical poetry.
818,11,신체시의 대표적인 작품은 무엇이 있나요?,최남선이 지은 <해에게서 소년에게>에 대표적이네,What is the representative work of the new style of poetry?,<From the sun to the boy> written by Choi Nam-seon.
819,24,서사건국지는 무엇인가요?,"스위스의 건국을 그린 책이라네, 이 당시 영웅전, 세계의 건국, 패망 이야기를 통해 교훈을 얻으려는 노력을 했지",What is the story of the founding of Switzerland?,"It is a book describing the founding of Switzerland. The writer tried to convey lessons through the story of the heroic war, the country’s establishment, and defeat."
820,20,창가가 무엇인가요?,서양의 악곡에 우리식 가사를 붙여 부르는 노래이네 ,What is the Changga?,It is a song that sings Korean lyrics with Western melodies. 
821,18,창가의 대표곡으로 무엇이 있나요?,"<독립가>, <권학가>, <애국가>가 있네",What is the representative song of the Changga?,"There are <the song of independence>, <the song of study recommendation>, and <the national Anthem>."
822,14,한말에 판소리도 유행했나요?,신재효에 의해 판소리 여섯마당이 정리되었다네,Was the pansori popular in the late Joseon period?,Shin Jae-hyo organized the six pansori songs. 
823,25,영화 좋아하시나요?,활동사진을 말하는 건가? 변사가 활동사진을 설명하는데 그 말솜씨가 일품이라고 하더군,Do you like movies?,Are you talking about motion pictures? I heard that the silent-film narrator’s explanatory skills of the motion pictures are extraordinary.
824,29,원각사는 무엇인가요?,최초의 서양식 극장이네,What is Wongaksa Theater?,It is the first Western-style theater.
825,24,원각사에서 공연된 작품은 무엇이 있나요,"<은세계>, <치악산> 등의 창극이 있네",What works were performed at Wongaksa Theater?,"Korean traditional opera such as the ""the Silver World"" and the ""Chiak Mountain"" were performed."
826,18,유교구신론이 뭔가요?,박은식이 주장한 것으로 실천적인 성격의 양명학을 반영하여 유학의 개혁을 주장한 것이네,What is Yugyo gusinnon (the Doctrine of the Reformation of Confucianism)?,It is the reform theory of Confucianism that Park Eun-sik argued. It reflects the practical nature of Yangmyeonghak theory.
827,27,천도교는 무엇인가요?,과거의 동학이 이름을 바꾼것이 천도교이네,What is Cheondogyo?,The former name of Donghak was changed to Chondogyo.
828,21,대종교는 무엇인가요?,나철과 오기호를 중심으로 만들어진 종교로 단군신앙을 기반으로 한 민족 신앙이네,What is Daejonggyo?,"Na Cheol and Oh Gi-ho led its establishment, and it is a national belief based on the faith in Dangun."
829,23,개신교는 어떻게 민족운동을 했나요?,황성기독교청년회(YMCA의 전신)을 조직해 애국심과 근대 사상을 주입시키기 위한 활동을 했엇네,How did the Protestants do the national movement?,He organized the Hwangseong Young Men's Christian Association (predecessor of YMCA) to instill patriotism and modern thoughts. 
830,23,불교계는 어떤 민족운동을 했나요?,한용운을 중심으로 일본불교의 침투에 대항하면서 민족 불교의 자주성을 지키려 노력했네,What kind of national movement did the Buddhists do?,They tried to protect National Buddhism’s independence while resisting Japanese Buddhism with Han Yong-un as the central figure.
831,34,조선 총독부는 무엇인가요?,조선을 통치하기 위해 설치한 최고통치기구이네,What is the Japanese Government - General of Korea?,It is the highest governing body established to rule Joseon.
832,24,조선총독부는 어디에 위치해 있었나요?,남산에 있다가 경복궁으로 이전한 총독부를 설치해서 운영했다네…,Where was the Japanese Government-General of Korea located?,It was in Namsan Mountain and later moved to Gyeongbokgung Palace. 
833,27,조선 총독은 어떤 사람이 임명되나요?,일본의 왕이 직접 현역 육해군 대장 중에서 임명한다는 군,Who is appointed as the Japanese Government Governor of Korea?,I heard that the king of Japan picked him among the active army and navy commanders.
834,34,초대 총독은 누가 파견되었나요?,데라우치 마사타케라네,Who was the first Japanese Government Governor of Korea?,It was Derauchi Masatake.
835,22,2대 총독은 누구였나요?,하세가와 요시미치네,Who was the second Japanese Government Governor of Korea?,It was Hasegawa Yoshimichi.
836,20,조선 총독은 어떤 권한을 갖고 있나요?,"외교권을 제외한 입법, 행정, 사법, 군대 통수권을 가지고 있다네",What authority does the Japanese Government Governor of Korea have?,"He has legislative, administrative, judicial, and military control except for diplomatic power."
837,13,경무총감은 뭐하는 사람인가요?,치안을 담당하는 역할을 했네,What is the role of the Chief Inspector General?,He was in charge of public order and security.
838,16,정무총감은 뭐하는 사람인가요?,총독 다음의 2인자로 행정사무를 총지위 한다네,What is the role of the Japanese administrative superintendent?,He directs the administrative affairs as the second leader to the governor.
839,19,식민통치가 시작된 직후 황실가족들은 어떻게 되었나요?,"황태자인 이은를 강제로 일본으로 이주를 시켰네..그뿐만 아니라 강제로 일본육군사관학교, 육군대학에 입학시켜서 일본황족으로 편입시키려 했지",What happened to the imperial family right after the colonial rule began?,"The Japanese forced the Prince, Lee Eun, to emigrate to Japan, and enrolled him in the Japanese Army Academy and Army College to incorporate him into the Japanese Imperial Family. "
840,23,1910년대 중추원은 어떤 역할을 했나요?,조선총독부의 자문기관이라네,What is the role of Jungchuwon (the Advisory Council to the Government General) in the 1910s?,It is the advisory body of the Japanese Government - General of Korea.
841,27,1910년대 중추원은 어떻게 구성되어 있나요?,"의장과 고문, 참의 등으로 구성되어 있네, 이들은 의장의 허가 없이는 발언도 못한다고 하더군",Who is Jungchuwon (the Advisory Council to the Government General) made up of in the 1910s?,"It consists of a presiding officer, an adviser, and General Staff, etc. And they could not speak without the permission of the chairman."
842,22,1910년대 중추원을 구성하는 인물은  누가 있나요?,"이완용, 송병준, 김윤식 등이 있네",Who made up Jungchuwon (the Advisory Council to the Government General) in the 1910s?,"They were Lee Wan-yong, Song Byung-joon, Kim Yoon-sik, and so on."
843,21,헌병경찰이 뭔가요?,"군인경찰을 말하네, 군인들의 치안을 담당하는 역할을 하는 것이 헌병이라네",What is the military police?,It refers to the military police in charge of the security and order of soldiers.
844,30,헌변경찰제도는 일반 경찰제도와 어떤 차이가 있어요?,헌병은 군인을 대상으로만 활동하는 것이 원칙이나 헌병경찰제는 민간인에 대한 치안업무도 담당한다네,How does the military police system differ from the general police system?,"The military police are only for soldiers, but the military police system is also in charge of civilians’ public security and order."
845,38,헌병경찰제는 어떻게 운영되어있나요?,헌병경찰과 보통경찰을 동시에 운영하고 조선인 헌병 보조원이나 순사보로 활동하게 했네,How does the military police system operate?,"There are military police and general police, and Koreans work as military police assistants or police assistants. "
846,28,헌병경찰이 갖는 권한은 무엇인가요?,"치안뿐만 아니라 행정과 사법도 담당하더군, 특히 즉결처분권은…",What is the authority of the military police?,"He is in charge of public security, administration, judicial affairs and even has the right to a summary conviction."
847,33,헌병경찰의 권한을 강화하기 위해 일제는 무엇을 했나요?,경성의 용산이나 남산 등지에 2개 사단을 배치해 무력통치를 강화했지,What did the Japanese do to strengthen the powers of the military police?,They strengthened armed rule by deploying two divisions at Yongsan and Namsan in Gyeongseong. 
848,19,즉결처분권이 뭔가요?,법적 절차나 재판을 거치지 않고 헌병이 그 자리에서 판결까지 하는 것을 말하네,What is the right of a summary conviction?,It means that the military police make a judgment on the spot without going through legal proceedings or trial. 
849,28,태형이 뭔가요?,죄가 있을 경우 형틀에 묶어 때리는 형벌이네,What is Taehyeong (flogging)?,It refers to a punishment in which a prisoner who has sinned is tied on the rack and beaten. 
850,27,태형은 조선인에게만 적용됬나요?,그렇다네 조선인에게만 태형이 적용되니 사람들이 일본 순사만 보면 긴장을 한다더군,Does Taehyeong (flogging) only apply to Koreans?,"Yes. Because of that, people became nervous when they see Japanese police."
851,22,조선태형령은 언제 제정되었나요?,1912년에 제정되었다네,When was the Joseon Taehyeong (flogging) decree enacted?,In 1912.
852,35,1910년대 학교에서의 분위기는 어땠나요?,학교에서 교원들이 제복과 칼을 차고 수업을 하니 그 분위기가 얼마나 강압적일지 상상이 가는군,How was the school atmosphere in the 1910s?,We can imagine how much coercive the atmosphere would have been when teachers at school wore uniforms and carried swords.
853,39,창경궁안에 동물원이 있었다는데 맞아요?,그렇다네… 일제는 1909년 궁안에 전각을 헐어버리고 식물원과 동물원을 만들어버렸지.. 왕이 사는 궁궐을 유원지로 만들다니,"There is a zoo in Changgyeonggung Palace, right?",Yes. The Japanese collapsed the royal palace in 1909 and built a botanical garden and a zoo. How can they dare to turn the king's palace into an amusement park?
854,25,창덕궁도 원인모를 화재가 난적이 있다면서요?,그렇다니 이유는 모르겠으나 그 화재로 많은 전각이 소실되고 일제는 검도장을 세우기도 했더군….,Has there ever been a fire of unknown cause in Changdeokgung Palace?,"Yes. I don't know who set the fire, but it destroyed many royal palaces, and the Japanese built a Japanese fencing saloon."
855,9,식민통치 직후 경희궁은 어떻게 되었나요?,경희궁을 헐고 그 자리에 경성중학교를 세웠다네,What happened to Gyeongbokgung Palace right after the colonial rule?,They demolished Gyeonghuigung Palace and built Gyeongseong Middle School on the site.
856,31,경성이 어디인가요?,국권피탈 이후 한성을 경성으로 바꿔 부르기 시작했지,Where is the Gyeongseong?,Hanseong was renamed Gyeongseong after the extortion of national sovereignty.
857,25,제1차 조선 교육령은 언제 제정되었나요?,1911년에 제정되었네,When was the first Ordinance on Korean Education enacted?,In 1911.
858,17,제1차 조선교육의 주요 내용은 무엇인가요?,"보통교육, 실업교육, 전문교육을 하였네. 다만 주로 기술을 가르치는 수준에 그치지 않았지",What are the main contents of the first Korean education?,"It contains information on general education, vocational education, and professional education. However, the education did more than merely teaching skills. "
859,20,1910년대 초등교육은 어떻게 이루어졌어요?,초등교육을 6년이 아닌 4년만 이루어지게 했네,How was elementary education in the 1910s?,"The primary education course was not six years, but four years. "
860,17,1910년대 교과목은 어떻게 이루어졌어요?,조선어는 선택적으로 배우게 했고 주로 일본어와 수신(도덕) 교육으로 구성되어 있었네,What were the subjects of education in the 1910s?,"The Korean language was selective, and they mainly consisted of the Japanese language and moral education. "
861,20,토지조사사업은 언제 추진되었나요?,"1912년부터 시행되었다는 군, 토지조사령을 발표하고 토지조사사업을 추진했다네",When was the land survey project promoted?,Since 1912. After issuing the Land Survey Law.
862,20,토지조사사업으로 총독부 소유의 땅이 된 비율은 얼마나 되나요?,전 국토의 40% 정도라고 하네,What percentage of land did the Japanese Government General get to own by the land survey project?,It was about 40% of the whole country.
863,21,토지조사사업으로 획득한 땅을 조선총독부는 어떻게 처리했나요?,동양척식주식회사를 비롯한 일본인 회사에 불하했다네,How did the Japanese Government-General of Korea handle the land acquired through the land survey project?,"They sold it to Japanese companies, including Oriental Development Company."
864,21,토지조사사업을 추진하던 부서는 어딘가요,토지조사국이네,Which department carried out the land survey project?,The Land Survey Bureau.
865,25,일제는 왜 토지조사사업을 추진했나요?,근대적 토지소유권 확인과 이를 기반으로 한 세금수취를 목표로 했다더군,Why did the Japanese push for the land survey project?,Their purpose was to verify land ownership and collect taxes based on it. 
866,27,토지조사사업의 진짜 목적은 뭔가요?,조세수취와 토지 약탈이 그 목적이었지,What was the real purpose of the land survey project?,It was the tax collection and land plunder.
867,25,토지조사사업은 어떻게 이루어졌어요?,실제 소유권을 조사하거나 땅 주인들이 기한내 본인들의 땅임을 증명할수 있게 증거를 가지고 신고를 해야 하네,How did they carry out the land survey project?,They investigated actual ownership of land and required that the landlords provide proof of their ownership within the fixed deadline.
868,16,토지조사사업의 결과 세금은 많이 걷혔나요?,과세자가 52% 증가했다더군,What was the result of the land survey project?,The number of taxable people increased by 52%. 
869,0,토지조사사업의 결과 농민들은 어떻게 되었나요?,많은 이들이 토지를 제대로 신고하지 못해 땅을 뺏기면서 중소지주층이나 소작농으로 전락하는 경우가 많았네,,
870,35,토지조사사업의 결과 경작권이 부정됬다는건 뭔가요?,조선은 소작농이라고 해도 함부로 해고하지 않는게 관례였는데 계약 소작농제가 자리잡으면서 소작농들의 비율은 높아진 반면 지위가 불안정해졌지,How were cultivation rights denied as a result of the land survey project?,"In Joseon, in the past, contracts with tenant farmers could not be canceled arbitrarily. However, with the tenant farming system’s establishment, while the proportion of peasants increased, their work became unstable. "
871,36,토지조사사업의 결과 소작농들은 결국 어떻게 되었나요?,"화전민으로 전락하거나 만주, 연해주, 일본 등으로 이주하는 사례가 많아졌다더군",What happened to the tenant farmers as a result of the land survey project?,"Many people turned into the slash-and-burn farmers or moved to Manchuria, Maritime Province of Siberia, Japan, and so on."
872,25,회사령이 무엇인가요?,조선 총독의 허가 없이는 회사를 설립하지 못하도록 한 제도이네,What is the Decree on the Restriction of Corporate Activity?,It is a system that prevents the establishment of a company without the permission of the Governor-General of Korea.
873,36,왜 회사령을 제정한건가요?,조선인의 민족자본성장을 억제하기 위함이지,Why did they enact the Decree on the Restriction of Corporate Activity?,To suppress the growth of Korean national capital. 
874,22,회사령은 언제 제정되었나요?,1910년에 제정되었네,When was the Decree on the Restriction of Corporate Activity enacted?,In 1910.
875,30,어업령은 무엇인가요?,어업을 허가제로 하여 어장을 일본이 독점한 것이네,What is the Fishing Decree?,Japan enacted a fishing permit decree to monopolize the fishing grounds.
876,25,조선광업령은 무엇인가요?,"1915년에 제정된 것으로 한국인의 광산 경영을 억제하고 미쓰이, 고하 등의 일본 광업자본이 유입되었다네",What is the Mining Ordinance?,"It was enacted in 1915 to suppress Korean mining operations, and promote the introduction of Japanese mining capital, such as Mitsui and Goha."
877,23,식민통치 직후 새롭게 부설된 철도가 있나요?,"호남선, 경원선, 함경선이 가설되었네",Were there any new railroads built right after colonial rule?,"Honam Line, Kyongwon Line, and Hamgyeong Line were constructed. "
878,16,대한광복회는 언제 조직되었나요?,1915년이네,When was the Korea Liberation Corps organized?,In 1915.
879,15,대한광복회는 누가 조직하였나요?,"총사령관으로 박상진, 부사령으로 김좌진이 활동을 했네",Who organized the Korea Liberation Corps?,"Park Sang-jin, the general commander, and Kim Jwa-jin, the vice-commander, were in charge."
880,17,대한광복회는 어떤 활동을 하였나요?,친일부호를 습격해 군자금을 모집하고 독립전쟁을 계획했다네,What kind of activities did the Korea Liberation Corps do?,"They attacked the affluent pro-Japanese, raised military funds, and planned the Independence War. "
881,24,독립의군부는 언제 조직되었나요?,1912년이네,When was the Independence Army organized?,In 1912.
882,17,독립의군부는 누가 조직하였나요?,임병찬이 전국의 의병장과 유생들을 모아 결성했네,Who organized the Independence Army?,Lim Byeong-chan organized it by gathering the Righteous Army and the Confucianists from all over the country. 
883,30,독립의군부의 임병찬과 어떤 관계이신가요?,그에게 짐이 밀명을 내려 조직한 단체이네,What was the relationship between your Majesty and Lim Byeong-chan of the Independence Army?,He organized the army by following the secret orders I gave him. 
884,17,독립의군부의 활동 목표는 무엇인가요?,짐을 복위시키려는 복벽주의를 표방했다네,What was the goal of the Independence Army's activities?,It was to reinstate the Joseon Dynasty and restore my kingship. 
885,15,독립의군부는 어떤 활동을 했나요?,전국적인 무력투쟁과 조선 총독부와 일본 정부에 국권반환 요구서를 제출하려고 계획을 했었다네,What kind of activities did the Independence Army do?,They engaged in a nationwide armed struggle and tried to submit national rights request to the Japanese Government-General of Korea and the Japanese government. 
886,17,송죽회는 언제조직되었나요?,1913년이네,When was the Songjuk Society organized?,In 1913.
887,28,송죽회는 누가 조직하였나요?,평양의 숭의여학교 여교사와 학생들로 조직된 단체이네,Who organized the Songjuk Society?,Female teachers and students of Soongui Girls' School in Pyongyang.
888,20,조선국권회복단은 어디서 만들어졌나요?,경상도 지방에서 1915년에 조직된 단체라네,Where was the Society for the Restoration of Korea's National Sovereignty made?,It was organized in 1915 in Kyongsang Province.
889,34,조선국권회복단은 누가 만들었나요?,"윤상태, 서상일, 이시영 등의 유생들이 주축이 되었다네",Who made the Society for the Restoration of Korea's National Sovereignty?,"The Confucianists such as Yun-Sang-il, Seo Sang-il, and Lee Si-young were the key figures."
890,27,1910년대 북간도 지역에서는 인재 양성을 위해 무엇을 했나요?,"용정지역에서는 서전서숙을, 명동촌에서는 명동학교를 설립했다네",What did they do in the North Gando area to cultivate human resources in the 1910s?,They established Seojeon Seosuk in the Yongjeong area and Myeongdong School in Myeongdong village. 
891,27,신한청년당은 어떤 활동을 했나요?,"1918년 상해에서 조직단 단체로 김규식, 여운형, 문일평, 신채호 등이 조직했다네",What is Sinhan cheongnyeondang (the New Korea Youth Party)?,"It is the organization established in Shanghai in 1918 by Kim Gyu-sik, Yeo Un-hyeong, Moon Il-pyeong, and Shin Chae-ho, etc."
892,50,13도 의군은 어디서 창설되었나요?,"1910년 연해주 지역에서 조직되었네, 유인석과 이상설이 대규모 항일전을 전개할 계획했다더군",Where was the 13 Province Righteous Army founded?,"It was organized in the Maritime Province of Siberia in 1910, and Yoo In-seok and Lee Sang-seol planned a large-scale anti-Japanese war."
893,25,13도 의군은 또 어떤 활동을 했나요?,짐에게 상소를 보내 군자금을 지원해줄것을 요청했네 그리고 연해주로 파천할 것을 건의하기도 했지,What other activities did the13 Province Righteous Army do?,They asked me to provide military funding and suggested that I flee to the Maritime Province of Siberia.
894,17,대한광복군 정부는 어떤 단체인가요?,1914년에 연해주에서 건립된 임시정부이네,What kind of organization is the Government of the Korean Restoration Army?,It is the provisional government established in the Maritime Province of Siberia in1914.
895,29,대한광복군 정부를 창립하게 된 계기는 어떻게 되나요?,"1914년이 연해주 이민 50주년이 되기도 하고, 당시 러시아에 퍼진 배일 사상을 기반으로 조직되었지",What was the motivation behind the founding of the Government of the Korean Restoration Army?,"1914 marked the 50th anniversary of immigration to the Maritime Province of Siberia, and it was organized based on the anti-Japanese thought that spread to Russia at the time. "
896,36,대한광복군 정부는 왜 해체되었나요?,러시아 정부의 탄압으로 해체되었네,Why was the Government of the Korean Restoration Army dissolved?,The oppression of the Russian government disbanded it.
897,30,대한인국민회는 어디서 조직되었나요?,"1909년 미국 하와이에서 안창호, 박용만, 이승만이 주도하여 만든 단체이네",Where was the Korean National Association organized?,"Ahn Chang-ho, Park Yong-man, and Lee Seung-man led its establishment in Hawai in 1909."
898,19,대조선 국민군단은 어떤 단체인가요?,1914년 박용만이 하와이에서 조직한 군사단체라네,What is the Korean Military Corporation?,It is a military organization organized by Park Yong-man in Hawaii in 1914.
899,17,대한독립선언서가 뭔가요?,"1918년 12월에 간도지역의 독립운동가들이 모여 독립운동의 의지를 보여준 포고문이네, 무오독립선언문이라고도 하지",What is the Korean Declaration of Independence?,The declaration that the independence activists gathered in the Gando area in December 1918 showed their support for the independence movement. It is also called the Muo Declaration of Independence.
900,18,이승만을 아시나요?,1904년에 미국으로 건너가 조지 워싱턴대학과 하버드 대학(석사)，프린스턴 대학에서 철학박사 학위를 받고(1910)， 하와이에서 독립 운동을 추진하고 있다고 들었네,Do you know Lee Seungman?,"I heard that he moved to the United States in 1904, earned a master's degree from George Washington University and Harvard University, obtained a doctorate in philosophy from Princeton University in 1910, and promoted the independence movement in Hawaii. "
